TYear,TMonth,Material,Projected Sales,Category,Actual Sales,Dawlance Prediction,MonthOfPrediction,YearOfPrediction
2021,9,F01000004300,1194.055062,Refrigerator,453.0,900.0,8,2021
2021,9,F01000004400,658.0142142,Refrigerator,489.0,750.0,8,2021
2021,9,F01000004600,306.0033581,Refrigerator,214.0,400.0,8,2021
2021,9,F01000005100,195.7993515,Refrigerator,279.0,300.0,8,2021
2021,9,F01000005300,118.7635411,Refrigerator,334.0,350.0,8,2021
2021,9,F01000005400,313.4929508,Refrigerator,425.0,750.0,8,2021
2021,9,F01000005500,606.6570072,Refrigerator,92.0,500.0,8,2021
2021,9,F01000005600,513.5720696,Refrigerator,207.0,500.0,8,2021
2021,9,F01000001900,558.5096257,Refrigerator,316.0,650.0,8,2021
2021,9,F01000002800,39.58784703,Refrigerator,13.0,100.0,8,2021
2021,9,F01000003200,279.2548128,Refrigerator,588.0,750.0,8,2021
2021,9,F01000004700,365.9200996,Refrigerator,577.0,500.0,8,2021
2021,9,F01000005000,141.2323191,Refrigerator,305.0,450.0,8,2021
2021,9,F01000005200,48.14738152,Refrigerator,,0.0,8,2021
2021,9,F01000005700,309.2131836,Refrigerator,79.0,0.0,8,2021
2021,9,F01000001000,54.56703239,Refrigerator,,0.0,8,2021
2021,9,F01000003400,178.6802825,Refrigerator,187.0,0.0,8,2021
2021,9,F01000005800,393.7385867,Refrigerator,272.0,0.0,8,2021
2021,9,F01000006000,388.3888776,Refrigerator,276.0,450.0,8,2021
2021,9,F01000006100,266.4155111,Refrigerator,277.0,300.0,8,2021
2021,9,F01000000240,71.68610138,Refrigerator,40.0,0.0,8,2021
2021,9,F01000000242,89.87511218,Refrigerator,7.0,100.0,8,2021
2021,9,F01000003600,365.9200996,Refrigerator,487.0,740.0,8,2021
2021,9,F01000000238,3893.518253,Refrigerator,2664.0,2400.0,8,2021
2021,9,F01000000243,146.5820282,Refrigerator,84.0,100.0,8,2021
2021,9,F01000000244,110.2040066,Refrigerator,32.0,0.0,8,2021
2021,9,F01000000276,105.9242394,Refrigerator,31.0,,8,2021
2021,9,F01000003300,103.7843557,Refrigerator,48.0,0.0,8,2021
2021,9,F01000003500,683.6928176,Refrigerator,581.0,600.0,8,2021
2021,9,F01000005900,402.2981212,Refrigerator,582.0,400.0,8,2021
2021,9,F01000006200,0.0,Refrigerator,,0.0,8,2021
2021,9,F01000000241,39.58784703,Refrigerator,17.0,100.0,8,2021
2021,9,F01000000256,1544.995976,Refrigerator,1336.0,1500.0,8,2021
2021,9,F01000000257,1397.344006,Refrigerator,820.0,1500.0,8,2021
2021,9,F01000003800,3.209825435,Refrigerator,,0.0,8,2021
2021,9,F01000009600,584.1882292,Refrigerator,309.0,300.0,8,2021
2021,9,F01000009700,483.6136989,Refrigerator,237.0,430.0,8,2021
2021,9,F01000000283,480.4038734,Refrigerator,221.0,150.0,8,2021
2021,9,F01000000284,453.6553281,Refrigerator,62.0,100.0,8,2021
2021,10,F11002065403,1104.364262,Refrigerator,1070.0,1200.0,8,2021
2021,10,F11002066103,0.0,Refrigerator,,0.0,8,2021
2021,10,F11002066203,0.0,Refrigerator,,0.0,8,2021
2021,10,F11002065103,473.0197368,Refrigerator,298.0,350.0,8,2021
2021,10,F11002065772,275.6024087,Refrigerator,149.0,500.0,8,2021
2021,10,F11002067072,499.4072015,Refrigerator,177.0,400.0,8,2021
2021,10,F11002066872,275.6024087,Refrigerator,197.0,300.0,8,2021
2021,10,F11002069472,421.222121,Refrigerator,859.0,600.0,8,2021
2021,10,F11002069271,228.6913604,Refrigerator,97.0,400.0,8,2021
2021,10,F11002069370,238.4644954,Refrigerator,,400.0,8,2021
2021,10,F11002065345,728.0985619,Refrigerator,478.0,0.0,8,2021
2021,10,F11002068200,386.0388348,Refrigerator,729.0,400.0,8,2021
2021,10,F01000000076,0.0,Refrigerator,,0.0,8,2021
2021,10,F01000000077,0.0,Refrigerator,,0.0,8,2021
2021,10,F01000000072,214.0316578,Refrigerator,454.0,0.0,8,2021
2021,10,F01000000142,377.2430133,Refrigerator,718.0,500.0,8,2021
2021,10,F01000000143,320.5588299,Refrigerator,362.0,300.0,8,2021
2021,10,F01000001400,383.1068943,Refrigerator,717.0,900.0,8,2021
2021,10,F01000002200,648.9361679,Refrigerator,236.0,400.0,8,2021
2021,10,F01000002300,339.1277865,Refrigerator,269.0,400.0,8,2021
2021,10,F01000002400,391.9027159,Refrigerator,186.0,400.0,8,2021
2021,10,F01000002500,454.4507802,Refrigerator,134.0,400.0,8,2021
2021,10,F01000003700,569.7737739,Refrigerator,516.0,800.0,8,2021
2021,10,F01000003900,426.1086886,Refrigerator,483.0,700.0,8,2021
2021,10,F01000004000,459.3373478,Refrigerator,465.0,700.0,8,2021
2021,10,F01000003100,708.5522918,Refrigerator,288.0,800.0,8,2021
2021,10,F01000004200,206.2131497,Refrigerator,70.0,0.0,8,2021
2021,10,F01000000208,39.09254024,Refrigerator,192.0,0.0,8,2021
2021,10,F01000000209,252.1468845,Refrigerator,349.0,0.0,8,2021
2021,10,F01000000210,0.0,Refrigerator,6.0,0.0,8,2021
2021,10,F01000000215,1446.423989,Refrigerator,1260.0,1400.0,8,2021
2021,10,F01000000216,896.1964849,Refrigerator,821.0,700.0,8,2021
2021,10,F01000000217,0.0,Refrigerator,0.0,0.0,8,2021
2021,10,F01000000218,183.7349391,Refrigerator,116.0,700.0,8,2021
2021,10,F01000000219,507.2257096,Refrigerator,81.0,700.0,8,2021
2021,10,F01000002700,975.3588789,Refrigerator,800.0,800.0,8,2021
2021,10,F01000003000,67.43463191,Refrigerator,499.0,0.0,8,2021
2021,10,F01000004500,333.2639055,Refrigerator,194.0,400.0,8,2021
2021,10,F01000004800,459.3373478,Refrigerator,219.0,400.0,8,2021
2021,10,F01000004900,16.6143296,Refrigerator,18.0,0.0,8,2021
2021,10,F01000001500,1029.111122,Refrigerator,570.0,800.0,8,2021
2021,10,F01000001700,215.9862848,Refrigerator,292.0,400.0,8,2021
2021,10,F01000002100,243.351063,Refrigerator,279.0,400.0,8,2021
2021,10,F01000002600,99.6859776,Refrigerator,101.0,0.0,8,2021
2021,10,F01000002900,522.8627256,Refrigerator,750.0,900.0,8,2021
2021,10,F01000004300,1090.681873,Refrigerator,487.0,700.0,8,2021
2021,10,F01000004400,601.0478061,Refrigerator,370.0,500.0,8,2021
2021,10,F01000004600,279.5116627,Refrigerator,125.0,300.0,8,2021
2021,10,F01000005100,178.8483716,Refrigerator,152.0,400.0,8,2021
2021,10,F01000005300,108.4817992,Refrigerator,185.0,400.0,8,2021
2021,10,F01000005400,286.3528572,Refrigerator,235.0,400.0,8,2021
2021,10,F01000005500,554.1367578,Refrigerator,440.0,400.0,8,2021
2021,10,F01000005600,469.1104828,Refrigerator,336.0,300.0,8,2021
2021,10,F01000001900,510.1576501,Refrigerator,252.0,500.0,8,2021
2021,10,F01000002800,36.16059972,Refrigerator,28.0,0.0,8,2021
2021,10,F01000003200,255.078825,Refrigerator,355.0,700.0,8,2021
2021,10,F01000004700,334.241219,Refrigerator,274.0,400.0,8,2021
2021,10,F01000005000,129.0053828,Refrigerator,195.0,400.0,8,2021
2021,10,F01000005200,43.97910776,Refrigerator,,0.0,8,2021
2021,10,F01000005700,282.4436032,Refrigerator,38.0,0.0,8,2021
2021,10,F01000001000,49.8429888,Refrigerator,,0.0,8,2021
2021,10,F01000003400,163.2113555,Refrigerator,134.0,0.0,8,2021
2021,10,F01000005800,359.6513702,Refrigerator,197.0,0.0,8,2021
2021,10,F01000006000,354.7648026,Refrigerator,153.0,500.0,8,2021
2021,10,F01000006100,243.351063,Refrigerator,192.0,400.0,8,2021
2021,10,F01000000240,65.48000489,Refrigerator,149.0,0.0,8,2021
2021,10,F01000000242,82.09433449,Refrigerator,61.0,0.0,8,2021
2021,10,F01000003600,334.241219,Refrigerator,336.0,800.0,8,2021
2021,10,F01000000238,3556.443848,Refrigerator,1718.0,2000.0,8,2021
2021,10,F01000000243,133.8919503,Refrigerator,,0.0,8,2021
2021,10,F01000000244,100.6632911,Refrigerator,,0.0,8,2021
2021,10,F01000000276,96.75403708,Refrigerator,,,8,2021
2021,10,F01000003300,94.79941007,Refrigerator,20.0,0.0,8,2021
2021,10,F01000003500,624.5033303,Refrigerator,290.0,780.0,8,2021
2021,10,F01000005900,367.4698782,Refrigerator,246.0,730.0,8,2021
2021,10,F01000006200,0.0,Refrigerator,,0.0,8,2021
2021,10,F01000000241,36.16059972,Refrigerator,22.0,0.0,8,2021
2021,10,F01000000256,1411.240702,Refrigerator,1438.0,1500.0,8,2021
2021,10,F01000000257,1276.371439,Refrigerator,931.0,1000.0,8,2021
2021,10,F01000003800,2.931940518,Refrigerator,,0.0,8,2021
2021,10,F01000009600,533.6131742,Refrigerator,532.0,1300.0,8,2021
2021,10,F01000009700,441.7457047,Refrigerator,326.0,1200.0,8,2021
2021,10,F01000000283,438.8137641,Refrigerator,262.0,400.0,8,2021
2021,10,F01000000284,414.3809265,Refrigerator,139.0,250.0,8,2021
2021,10,F01000010800,96.75403708,Refrigerator,123.0,200.0,8,2021
2021,10,F01000009900,430.9460551,Refrigerator,,500.0,8,2021
2021,10,F01000011400,344.7568441,Refrigerator,,400.0,8,2021
2021,10,F01000010100,258.567633,Refrigerator,,300.0,8,2021
2021,10,F01000011500,258.567633,Refrigerator,,300.0,8,2021
2021,10,F01000010900,172.378422,Refrigerator,141.0,200.0,8,2021
2021,10,F01000010300,258.567633,Refrigerator,295.0,300.0,8,2021
2021,10,F01000011600,258.567633,Refrigerator,306.0,300.0,8,2021
2021,10,F01000011000,172.378422,Refrigerator,255.0,200.0,8,2021
2021,10,F01000010500,258.567633,Refrigerator,277.0,300.0,8,2021
2021,10,F01000011700,258.567633,Refrigerator,265.0,300.0,8,2021
2021,10,F01000011100,129.2838165,Refrigerator,0.0,150.0,8,2021
2021,10,F01000010700,258.567633,Refrigerator,261.0,300.0,8,2021
2021,10,F01000011800,258.567633,Refrigerator,252.0,300.0,8,2021
2021,10,F01000011200,172.378422,Refrigerator,23.0,200.0,8,2021
2021,10,NA-REF 106,653.2424831,Refrigerator,,,8,2021
2021,11,F11002065403,885.6452329,Refrigerator,1280.0,1500.0,8,2021
2021,11,F11002066103,0.0,Refrigerator,,0.0,8,2021
2021,11,F11002066203,0.0,Refrigerator,,0.0,8,2021
2021,11,F11002065103,379.3383121,Refrigerator,233.0,500.0,8,2021
2021,11,F11002065772,221.0194298,Refrigerator,491.0,420.0,8,2021
2021,11,F11002067072,400.4997469,Refrigerator,108.0,350.0,8,2021
2021,11,F11002066872,221.0194298,Refrigerator,460.0,500.0,8,2021
2021,11,F11002069472,337.7991995,Refrigerator,874.0,800.0,8,2021
2021,11,F11002069271,183.3991013,Refrigerator,115.0,400.0,8,2021
2021,11,F11002069370,191.2366698,Refrigerator,,400.0,8,2021
2021,11,F11002065345,583.8988482,Refrigerator,391.0,0.0,8,2021
2021,11,F11002068200,309.5839531,Refrigerator,769.0,0.0,8,2021
2021,11,F01000000076,0.0,Refrigerator,,0.0,8,2021
2021,11,F01000000077,0.0,Refrigerator,,0.0,8,2021
2021,11,F01000000072,171.6427487,Refrigerator,166.0,0.0,8,2021
2021,11,F01000000142,302.5301415,Refrigerator,374.0,300.0,8,2021
2021,11,F01000000143,257.0722446,Refrigerator,40.0,330.0,8,2021
2021,11,F01000001400,307.2326826,Refrigerator,730.0,600.0,8,2021
2021,11,F01000002200,520.4145439,Refrigerator,330.0,0.0,8,2021
2021,11,F01000002300,271.9636246,Refrigerator,338.0,0.0,8,2021
2021,11,F01000002400,314.2864942,Refrigerator,146.0,400.0,8,2021
2021,11,F01000002500,364.4469321,Refrigerator,123.0,370.0,8,2021
2021,11,F01000003700,456.9302396,Refrigerator,918.0,750.0,8,2021
2021,11,F01000003900,341.7179837,Refrigerator,148.0,400.0,8,2021
2021,11,F01000004000,368.3657163,Refrigerator,181.0,399.9790476190476,8,2021
2021,11,F01000003100,568.2237114,Refrigerator,291.0,600.0,8,2021
2021,11,F01000004200,165.3726939,Refrigerator,56.0,0.0,8,2021
2021,11,F01000000208,31.35027373,Refrigerator,28.0,0.0,8,2021
2021,11,F01000000209,202.2092656,Refrigerator,50.0,0.0,8,2021
2021,11,F01000000210,0.0,Refrigerator,21.0,0.0,8,2021
2021,11,F01000000215,1159.960128,Refrigerator,1671.0,1750.0,8,2021
2021,11,F01000000216,718.7050253,Refrigerator,913.0,1450.0,8,2021
2021,11,F01000000217,0.0,Refrigerator,0.0,0.0,8,2021
2021,11,F01000000218,147.3462865,Refrigerator,214.0,0.0,8,2021
2021,11,F01000000219,406.7698017,Refrigerator,108.0,600.0,8,2021
2021,11,F01000002700,782.1893296,Refrigerator,1035.0,1000.0,8,2021
2021,11,F01000003000,54.07922219,Refrigerator,85.0,0.0,8,2021
2021,11,F01000004500,267.2610836,Refrigerator,177.0,350.0,8,2021
2021,11,F01000004800,368.3657163,Refrigerator,287.0,380.0,8,2021
2021,11,F01000004900,13.32386634,Refrigerator,18.0,0.0,8,2021
2021,11,F01000001500,825.295956,Refrigerator,447.0,500.0,8,2021
2021,11,F01000001700,173.2102624,Refrigerator,142.0,400.0,8,2021
2021,11,F01000002100,195.155454,Refrigerator,184.0,400.0,8,2021
2021,11,F01000002600,79.94319801,Refrigerator,1.0,0.0,8,2021
2021,11,F01000002900,419.3099112,Refrigerator,740.0,880.0,8,2021
2021,11,F01000004300,874.6726371,Refrigerator,364.0,500.0,8,2021
2021,11,F01000004400,482.0104586,Refrigerator,314.0,500.0,8,2021
2021,11,F01000004600,224.1544572,Refrigerator,84.0,250.46380749078207,8,2021
2021,11,F01000005100,143.4275023,Refrigerator,178.0,400.0,8,2021
2021,11,F01000005300,86.9970096,Refrigerator,169.0,330.0,8,2021
2021,11,F01000005400,229.6407551,Refrigerator,250.0,300.0,8,2021
2021,11,F01000005500,444.3901301,Refrigerator,318.0,350.0,8,2021
2021,11,F01000005600,376.2032848,Refrigerator,295.0,350.0,8,2021
2021,11,F01000001900,409.1210722,Refrigerator,253.0,400.0,8,2021
2021,11,F01000002800,28.9990032,Refrigerator,7.0,0.0,8,2021
2021,11,F01000003200,204.5605361,Refrigerator,292.0,750.0,8,2021
2021,11,F01000004700,268.0448404,Refrigerator,367.0,380.0,8,2021
2021,11,F01000005000,103.4559033,Refrigerator,173.0,400.0,8,2021
2021,11,F01000005200,35.26905795,Refrigerator,,0.0,8,2021
2021,11,F01000005700,226.5057277,Refrigerator,16.0,0.0,8,2021
2021,11,F01000001000,39.97159901,Refrigerator,,0.0,8,2021
2021,11,F01000003400,130.8873928,Refrigerator,179.0,0.0,8,2021
2021,11,F01000005800,288.4225183,Refrigerator,78.0,0.0,8,2021
2021,11,F01000006000,284.5037341,Refrigerator,159.0,500.0,8,2021
2021,11,F01000006100,195.155454,Refrigerator,146.0,400.0,8,2021
2021,11,F01000000240,52.5117085,Refrigerator,11.0,0.0,8,2021
2021,11,F01000000242,65.83557484,Refrigerator,14.0,0.0,8,2021
2021,11,F01000003600,268.0448404,Refrigerator,320.0,900.0,8,2021
2021,11,F01000000238,2852.091153,Refrigerator,2133.0,2000.0,8,2021
2021,11,F01000000243,107.3746875,Refrigerator,,0.0,8,2021
2021,11,F01000000244,80.72695486,Refrigerator,,0.0,8,2021
2021,11,F01000000276,77.59192748,Refrigerator,,,8,2021
2021,11,F01000003300,76.0244138,Refrigerator,7.0,0.0,8,2021
2021,11,F01000003500,500.8206229,Refrigerator,163.0,400.0,8,2021
2021,11,F01000005900,294.6925731,Refrigerator,205.0,400.0,8,2021
2021,11,F01000006200,0.0,Refrigerator,,0.0,8,2021
2021,11,F01000000241,28.9990032,Refrigerator,,0.0,8,2021
2021,11,F01000000256,1131.744882,Refrigerator,1402.0,1500.0,8,2021
2021,11,F01000000257,1023.586437,Refrigerator,670.0,1500.0,8,2021
2021,11,F01000003800,2.35127053,Refrigerator,,0.0,8,2021
2021,11,F01000009600,427.9312364,Refrigerator,636.0,1300.0,8,2021
2021,11,F01000009700,354.2580932,Refrigerator,596.0,1150.0,8,2021
2021,11,F01000000283,351.9068226,Refrigerator,350.0,330.0,8,2021
2021,11,F01000000284,332.3129015,Refrigerator,360.0,200.0,8,2021
2021,11,F01000010800,77.59192748,Refrigerator,20.0,300.0,8,2021
2021,11,F01000009900,281.8273449,Refrigerator,734.0,400.0,8,2021
2021,11,F01000011400,281.8273449,Refrigerator,501.0,400.0,8,2021
2021,11,F01000010100,281.8273449,Refrigerator,186.0,400.0,8,2021
2021,11,F01000011500,211.3705087,Refrigerator,161.0,300.0,8,2021
2021,11,F01000010900,140.9136725,Refrigerator,111.0,200.0,8,2021
2021,11,F01000010300,281.8273449,Refrigerator,266.0,400.0,8,2021
2021,11,F01000011600,211.3705087,Refrigerator,173.0,300.0,8,2021
2021,11,F01000011000,140.9136725,Refrigerator,80.0,200.0,8,2021
2021,11,F01000010500,211.3705087,Refrigerator,158.0,300.0,8,2021
2021,11,F01000011700,281.8273449,Refrigerator,139.0,400.0,8,2021
2021,11,F01000011100,105.6852543,Refrigerator,0.0,150.0,8,2021
2021,11,F01000010700,281.8273449,Refrigerator,224.0,400.0,8,2021
2021,11,F01000011800,211.3705087,Refrigerator,173.0,300.0,8,2021
2021,11,F01000011200,176.1420906,Refrigerator,113.0,250.0,8,2021
2021,11,NA-REF 106,523.898234,Refrigerator,,,8,2021
2021,11,NA-REF 105,169.096407,Refrigerator,,240.0,8,2021
2021,12,F11002065403,1479.352856,Refrigerator,1527.0,1850.0,8,2021
2021,12,F11002066103,0.0,Refrigerator,,0.0,8,2021
2021,12,F11002066203,0.0,Refrigerator,,0.0,8,2021
2021,12,F11002065103,633.6343208,Refrigerator,437.0,800.0,8,2021
2021,12,F11002065772,369.1836332,Refrigerator,1105.0,1000.0,8,2021
2021,12,F11002067072,668.9816899,Refrigerator,359.0,800.0,8,2021
2021,12,F11002066872,369.1836332,Refrigerator,448.0,800.0,8,2021
2021,12,F11002069472,564.2487443,Refrigerator,350.0,2000.0,8,2021
2021,12,F11002069271,306.3438658,Refrigerator,229.0,600.0,8,2021
2021,12,F11002069370,319.435484,Refrigerator,,1050.0,8,2021
2021,12,F11002065345,975.3255558,Refrigerator,590.0,0.0,8,2021
2021,12,F11002068200,517.1189188,Refrigerator,309.0,0.0,8,2021
2021,12,F01000000076,0.0,Refrigerator,,0.0,8,2021
2021,12,F01000000077,0.0,Refrigerator,,0.0,8,2021
2021,12,F01000000072,286.7064385,Refrigerator,320.0,0.0,8,2021
2021,12,F01000000142,505.3364624,Refrigerator,25.0,600.0,8,2021
2021,12,F01000000143,429.4050769,Refrigerator,4.0,500.0,8,2021
2021,12,F01000001400,513.1914334,Refrigerator,1059.0,1000.0,8,2021
2021,12,F01000002200,869.2834484,Refrigerator,400.0,500.0,8,2021
2021,12,F01000002300,454.2791515,Refrigerator,572.0,800.0,8,2021
2021,12,F01000002400,524.9738897,Refrigerator,148.0,500.0,8,2021
2021,12,F01000002500,608.7602462,Refrigerator,171.0,500.0,8,2021
2021,12,F01000003700,763.2413409,Refrigerator,729.0,1000.0,8,2021
2021,12,F01000003900,570.7945534,Refrigerator,213.0,700.0,8,2021
2021,12,F01000004000,615.3060553,Refrigerator,268.0,700.0,8,2021
2021,12,F01000003100,949.1423194,Refrigerator,527.0,500.0,8,2021
2021,12,F01000004200,276.233144,Refrigerator,60.0,0.0,8,2021
2021,12,F01000000208,52.36647279,Refrigerator,5.0,0.0,8,2021
2021,12,F01000000209,337.7637495,Refrigerator,153.0,0.0,8,2021
2021,12,F01000000210,0.0,Refrigerator,140.0,0.0,8,2021
2021,12,F01000000215,1937.559493,Refrigerator,2224.0,2500.0,8,2021
2021,12,F01000000216,1200.501389,Refrigerator,1535.0,2000.0,8,2021
2021,12,F01000000217,0.0,Refrigerator,195.0,0.0,8,2021
2021,12,F01000000218,246.1224221,Refrigerator,987.0,0.0,8,2021
2021,12,F01000000219,679.4549845,Refrigerator,767.0,0.0,8,2021
2021,12,F01000002700,1306.543496,Refrigerator,878.0,1100.0,8,2021
2021,12,F01000003000,90.33216557,Refrigerator,57.0,0.0,8,2021
2021,12,F01000004500,446.4241806,Refrigerator,326.0,500.0,8,2021
2021,12,F01000004800,615.3060553,Refrigerator,798.0,1000.0,8,2021
2021,12,F01000004900,22.25575094,Refrigerator,132.0,0.0,8,2021
2021,12,F01000001500,1378.547396,Refrigerator,1076.0,800.0,8,2021
2021,12,F01000001700,289.3247622,Refrigerator,332.0,500.0,8,2021
2021,12,F01000002100,325.9812931,Refrigerator,203.0,500.0,8,2021
2021,12,F01000002600,133.5345056,Refrigerator,3.0,0.0,8,2021
2021,12,F01000002900,700.4015736,Refrigerator,1340.0,1000.0,8,2021
2021,12,F01000004300,1461.024591,Refrigerator,952.0,800.0,8,2021
2021,12,F01000004400,805.1345192,Refrigerator,277.0,600.0,8,2021
2021,12,F01000004600,374.4202805,Refrigerator,290.0,400.0,8,2021
2021,12,F01000005100,239.576613,Refrigerator,298.0,500.0,8,2021
2021,12,F01000005300,145.316962,Refrigerator,224.0,600.0,8,2021
2021,12,F01000005400,383.5844132,Refrigerator,439.0,500.0,8,2021
2021,12,F01000005500,742.2947518,Refrigerator,788.0,700.0,8,2021
2021,12,F01000005600,628.3976735,Refrigerator,839.0,700.0,8,2021
2021,12,F01000001900,683.3824699,Refrigerator,181.0,600.0,8,2021
2021,12,F01000002800,48.43898733,Refrigerator,56.0,0.0,8,2021
2021,12,F01000003200,341.691235,Refrigerator,613.0,600.0,8,2021
2021,12,F01000004700,447.7333424,Refrigerator,834.0,1000.0,8,2021
2021,12,F01000005000,172.8093602,Refrigerator,357.0,500.0,8,2021
2021,12,F01000005200,58.91228189,Refrigerator,,0.0,8,2021
2021,12,F01000005700,378.3477659,Refrigerator,39.0,0.0,8,2021
2021,12,F01000001000,66.76725281,Refrigerator,,0.0,8,2021
2021,12,F01000003400,218.6300239,Refrigerator,219.0,0.0,8,2021
2021,12,F01000005800,481.7715497,Refrigerator,197.0,0.0,8,2021
2021,12,F01000006000,475.2257406,Refrigerator,279.0,500.0,8,2021
2021,12,F01000006100,325.9812931,Refrigerator,281.0,500.0,8,2021
2021,12,F01000000240,87.71384193,Refrigerator,6.0,0.0,8,2021
2021,12,F01000000242,109.9695929,Refrigerator,103.0,0.0,8,2021
2021,12,F01000003600,447.7333424,Refrigerator,525.0,600.0,8,2021
2021,12,F01000000238,4764.039862,Refrigerator,1969.0,3300.0,8,2021
2021,12,F01000000243,179.3551693,Refrigerator,,0.0,8,2021
2021,12,F01000000244,134.8436674,Refrigerator,,0.0,8,2021
2021,12,F01000000276,129.6070202,Refrigerator,,,8,2021
2021,12,F01000003300,126.9886965,Refrigerator,54.0,0.0,8,2021
2021,12,F01000003500,836.5544029,Refrigerator,183.0,400.0,8,2021
2021,12,F01000005900,492.2448442,Refrigerator,133.0,500.0,8,2021
2021,12,F01000006200,0.0,Refrigerator,,0.0,8,2021
2021,12,F01000000241,48.43898733,Refrigerator,,0.0,8,2021
2021,12,F01000000256,1890.429668,Refrigerator,2476.0,2300.0,8,2021
2021,12,F01000000257,1709.765337,Refrigerator,2134.0,2000.0,8,2021
2021,12,F01000003800,3.927485459,Refrigerator,,0.0,8,2021
2021,12,F01000009600,714.8023536,Refrigerator,1389.0,2050.0,8,2021
2021,12,F01000009700,591.7411426,Refrigerator,1053.0,1650.0,8,2021
2021,12,F01000000283,587.8136571,Refrigerator,3.0,1000.0,8,2021
2021,12,F01000000284,555.0846116,Refrigerator,7.0,700.0,8,2021
2021,12,F01000010800,129.6070202,Refrigerator,717.0,1000.0,8,2021
2021,12,F01000009900,693.4635507,Refrigerator,289.0,800.0,8,2021
2021,12,F01000011400,693.4635507,Refrigerator,332.0,800.0,8,2021
2021,12,F01000010100,606.7806068,Refrigerator,576.0,700.0,8,2021
2021,12,F01000011500,606.7806068,Refrigerator,404.0,700.0,8,2021
2021,12,F01000010900,780.1464945,Refrigerator,388.0,900.0,8,2021
2021,12,F01000010300,433.4147192,Refrigerator,243.0,500.0,8,2021
2021,12,F01000011600,433.4147192,Refrigerator,187.0,500.0,8,2021
2021,12,F01000011000,433.4147192,Refrigerator,175.0,500.0,8,2021
2021,12,F01000010500,433.4147192,Refrigerator,241.0,500.0,8,2021
